labels,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10
nominal,0.009324009324009324,0.010869565217391304,0.0001944633506035309,0.0025847877419979586,0.3670886075949368,0.632762312633833,0.0002684699232943076,0.00021205695243865495,0.00034687594848892164,0.0015571473061351605
nominal,0.011655011655011656,0.010869565217391304,0.00024307918825441363,0.002150886053319627,0.3976793248945148,0.8725910064239829,0.0005248284214775939,0.0003332323538321721,0.000650392403416728,0.0012457178449081284
nominal,0.011655011655011656,0.030797101449275364,0.0007014570861055936,0.005564370153522983,0.2478902953586498,0.7226980728051393,0.0006923698021800565,0.0007270524083611027,0.001582621514980705,0.0018685767673621925
nominal,0.009324009324009324,0.010869565217391304,0.0001944633506035309,0.0025847877419979586,0.33649789029535865,0.7248394004282657,0.0006721840936616875,0.00018176310209027567,0.00041191518883059445,0.0006228589224540642
nominal,0.011655011655011656,0.0036231884057971015,7.639631630852999e-05,0.0009087726355151325,0.4725738396624473,0.9400428265524625,0.00025232135647961244,6.058770069675856e-05,0.00021679746780557603,0.0009342883836810962
nominal,0.009324009324009324,0.012681159420289856,0.00022918894892558998,0.002957235543438587,0.5253164556962027,1.0,0.0002906742026645135,0.0004544077552256892,0.0007154316437584008,0.002491435689816257
nominal,0.011655011655011656,0.005434782608695652,0.0001180670342950009,0.0012197665497180568,0.3850210970464135,0.6873661670235546,0.0003027856277755349,9.088155104513784e-05,0.00021679746780557603,0.0009342883836810962
nominal,0.009324009324009324,0.009057971014492754,0.0001597377522814718,0.0022123399405573306,0.2964135021097047,0.2858672376873662,0.0018167137666532096,9.088155104513784e-05,6.50392403416728e-05,0.0
nominal,0.009324009324009324,0.007246376811594203,0.0001250121539594127,0.0018398921391167026,0.3670886075949368,0.48608137044967886,0.0018167137666532096,9.088155104513784e-05,0.0001300784806833456,0.0
nominal,0.009324009324009324,0.010869565217391304,0.0001944633506035309,0.0025847877419979586,0.4578059071729958,0.9079229122055676,0.0015139281388776747,0.0003029385034837928,0.0005419936695139401,0.0003114294612270321
nominal,0.009324009324009324,0.0018115942028985507,2.0835358993235454e-05,0.0007225487347948185,0.7890295358649789,1.0,0.0014129995962858296,3.029385034837928e-05,6.50392403416728e-05,0.0
nominal,0.009324009324009324,0.0036231884057971015,5.5560957315294545e-05,0.0010949965362354464,0.5073839662447258,0.7141327623126339,0.0014129995962858296,3.029385034837928e-05,8.671898712223041e-05,0.0
nominal,0.009324009324009324,0.009057971014492754,0.0001597377522814718,0.0022123399405573306,0.4018987341772152,0.7141327623126339,0.0024222850222042794,0.00018176310209027567,0.000325196201708364,0.0
nominal,0.009324009324009324,0.010869565217391304,0.0001944633506035309,0.0025847877419979586,0.3976793248945148,0.8468950749464668,0.0008074283407347598,0.00024235080278703423,0.0004986341759528249,0.0006228589224540642
nominal,0.011655011655011656,0.010869565217391304,0.00024307918825441363,0.002150886053319627,0.3723628691983123,0.8725910064239829,0.0006560355268469924,0.0003029385034837928,0.000650392403416728,0.0009342883836810962
nominal,0.009324009324009324,0.012681159420289856,0.00022918894892558998,0.002957235543438587,0.3407172995780591,0.43790149892933616,0.002825999192571659,0.00024235080278703423,0.0002601569613666912,0.0
nominal,0.011655011655011656,0.010869565217391304,0.00024307918825441363,0.002150886053319627,0.3723628691983123,0.9486081370449678,0.0006560355268469924,0.0003029385034837928,0.0007154316437584008,0.0009342883836810962
nominal,0.009324009324009324,0.03260869565217391,0.0006111705304682399,0.007054161359285495,0.18987341772151903,0.35760171306209854,0.0009083568833266048,0.0004544077552256892,0.0006720721501972857,0.0009342883836810962
nominal,0.009324009324009324,0.007246376811594203,0.0001250121539594127,0.0018398921391167026,0.3670886075949368,0.5289079229122057,0.0008074283407347598,9.088155104513784e-05,0.00015175822746390323,0.0003114294612270321
nominal,0.006993006993006993,0.009057971014492754,0.0001180670342950009,0.0027710116427182726,0.3850210970464135,0.46466809421841543,0.0018167137666532096,9.088155104513784e-05,0.00010839873390278802,0.0
nominal,0.006993006993006993,0.009057971014492754,0.0001180670342950009,0.0027710116427182726,0.42827004219409287,0.7773019271948608,0.0009083568833266048,0.00012117540139351712,0.0002601569613666912,0.0003114294612270321
nominal,0.006993006993006993,0.030797101449275364,0.00045143277818676815,0.008357728664327694,0.20886075949367092,0.4946466809421842,0.0003169156237383932,0.0003332323538321721,0.0006720721501972857,0.0018685767673621925
nominal,0.011655011655011656,0.010869565217391304,0.00024307918825441363,0.002150886053319627,0.3217299578059072,0.5160599571734477,0.0013120710536939847,0.00024235080278703423,0.00034687594848892164,0.0003114294612270321
nominal,0.009324009324009324,0.010869565217391304,0.0001944633506035309,0.0025847877419979586,0.3976793248945148,0.8779443254817988,0.0003027856277755349,0.00024235080278703423,0.0005203139227333824,0.0015571473061351605
nominal,0.009324009324009324,0.005434782608695652,9.028655563735363e-05,0.0014674443376760746,0.4725738396624473,0.7858672376873662,0.0018167137666532096,9.088155104513784e-05,0.00019511772102501844,0.0
nominal,0.027972027972027972,0.043478260869565216,0.002208548053282958,0.003558738742765201,0.19198312236286924,0.2355460385438972,0.001990310859911183,0.0020902756740381703,0.0018644582231279539,0.0018685767673621925
nominal,0.027972027972027972,0.043478260869565216,0.002208548053282958,0.003558738742765201,0.3154008438818565,0.6573875802997861,0.0010092854259184498,0.003241441987276583,0.0046394658110393274,0.005605730302086578
nominal,0.013986013986013986,0.02717391304347826,0.0007292375647632408,0.004234731502379941,0.2837552742616034,0.6177730192719486,0.0003169156237383932,0.0008785216601029991,0.0014091835407362442,0.004048582995951417
nominal,0.013986013986013986,0.18478260869565216,0.004958815440390038,0.027378637883900568,0.2563291139240506,0.6691648822269808,0.00015341138473960435,0.006240533171766131,0.010644755669253783,0.03737153534724385
nominal,0.023310023310023312,0.014492753623188406,0.0006389510091258872,0.001500964639805731,0.3069620253164557,0.5995717344753748,0.00048445700444085587,0.0008179339594062405,0.0011923860729306682,0.002802865151043289
nominal,0.023310023310023312,0.012681159420289856,0.0005625546928173572,0.0013315008901502452,0.5569620253164557,1.0,0.0008276140492531288,0.0013329294153286884,0.001756059489225166,0.002802865151043289
nominal,0.023310023310023312,0.012681159420289856,0.0005625546928173572,0.0013315008901502452,0.37658227848101267,0.4400428265524625,0.007064997981429148,0.0008785216601029991,0.0007587911373195161,0.0
nominal,0.023310023310023312,0.012681159420289856,0.0005625546928173572,0.0013315008901502452,0.5801687763713079,1.0,0.0009870811465482437,0.0013935171160254468,0.001756059489225166,0.002491435689816257
nominal,0.023310023310023312,0.06159420289855073,0.002625255233147667,0.0059032976528339545,0.34810126582278483,0.632762312633833,0.0010355268469923295,0.004241139048773099,0.00533321770801717,0.0071628776082217375
nominal,0.02097902097902098,0.06702898550724638,0.002590529634825608,0.007054161359285495,0.39451476793248946,0.943254817987152,0.0004279370205894227,0.004695546803998789,0.007652950613536834,0.015882902522578637
nominal,0.018648018648018648,0.036231884057971016,0.0012640117789229509,0.004322256735718489,0.3976793248945148,0.7558886509635975,0.0004037141703673799,0.0022417449257800667,0.0030134848024975067,0.008097165991902834
nominal,0.018648018648018648,0.06521739130434782,0.0022641090105982526,0.007633317690525673,0.5063291139240507,0.9068522483940044,0.00044812272910779174,0.0051499545592244775,0.006438884793825608,0.016817190906259733
nominal,0.02097902097902098,0.17572463768115942,0.006757601433472699,0.018227595402504338,0.3449367088607595,0.8233404710920771,0.00024626564392410177,0.011026961526810057,0.017582274639032214,0.051697290563687326
nominal,0.018648018648018648,0.08876811594202899,0.0030766880113344353,0.01032425305593421,0.4683544303797469,0.9550321199143469,0.000341138473960436,0.006543471675249924,0.009192212634956424,0.02553721582061663
nominal,0.02097902097902098,0.11775362318840579,0.004535163140860917,0.012268430579454289,0.23312236286919835,0.6370449678800857,0.00018974566007266854,0.005240836110269615,0.009300611368859213,0.02865151043288695
nominal,0.018648018648018648,0.161231884057971,0.005576931090522689,0.018600043203944965,0.21940928270042198,0.7708779443254818,0.00023819136051675418,0.006179945471069373,0.01365824047175129,0.02989722827779508
