labels,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10
nominal,0.0049813200498132005,0.010889292196007259,0.00019894134782763153,0.0025847877419979586,0.3670886075949368,0.6343283582089553,0.0002684699232943076,0.00021205695243865495,0.00034687594848892164,0.0022007042253521128
nominal,0.0062266500622665,0.010889292196007259,0.00024867668478453943,0.002150886053319627,0.3976793248945148,0.8731343283582089,0.0005248284214775939,0.0003332323538321721,0.000650392403416728,0.0017605633802816902
nominal,0.0062266500622665,0.030852994555353903,0.0007176098618068138,0.005564370153522983,0.2478902953586498,0.7238805970149255,0.0006923698021800565,0.0007270524083611027,0.001582621514980705,0.002640845070422535
nominal,0.0049813200498132005,0.010889292196007259,0.00019894134782763153,0.0025847877419979586,0.33649789029535865,0.7260127931769724,0.0006721840936616875,0.00018176310209027567,0.00041191518883059445,0.0008802816901408451
nominal,0.0062266500622665,0.003629764065335753,7.815552950371239e-05,0.0009087726355151325,0.4725738396624473,0.9402985074626865,0.00025232135647961244,6.058770069675856e-05,0.00021679746780557603,0.0013204225352112676
nominal,0.0049813200498132005,0.012704174228675136,0.00023446658851113716,0.002957235543438587,0.5253164556962027,1.0,0.0002906742026645135,0.0004544077552256892,0.0007154316437584008,0.0035211267605633804
nominal,0.0062266500622665,0.0054446460980036296,0.00012078581832391914,0.0012197665497180568,0.3850210970464135,0.6886993603411513,0.0003027856277755349,9.088155104513784e-05,0.00021679746780557603,0.0013204225352112676
nominal,0.0049813200498132005,0.009074410163339383,0.0001634161071441259,0.0022123399405573306,0.2964135021097047,0.2889125799573561,0.0018167137666532096,9.088155104513784e-05,6.50392403416728e-05,0.0
nominal,0.0049813200498132005,0.007259528130671506,0.00012789086646062026,0.0018398921391167026,0.3670886075949368,0.48827292110874204,0.0018167137666532096,9.088155104513784e-05,0.0001300784806833456,0.0
nominal,0.0049813200498132005,0.010889292196007259,0.00019894134782763153,0.0025847877419979586,0.4578059071729958,0.9083155650319831,0.0015139281388776747,0.0003029385034837928,0.0005419936695139401,0.00044014084507042255
nominal,0.0049813200498132005,0.0018148820326678765,2.1315144410103377e-05,0.0007225487347948185,0.7890295358649789,1.0,0.0014129995962858296,3.029385034837928e-05,6.50392403416728e-05,0.0
nominal,0.0049813200498132005,0.003629764065335753,5.684038509360901e-05,0.0010949965362354464,0.5073839662447258,0.7153518123667378,0.0014129995962858296,3.029385034837928e-05,8.671898712223041e-05,0.0
nominal,0.0049813200498132005,0.009074410163339383,0.0001634161071441259,0.0022123399405573306,0.4018987341772152,0.7153518123667378,0.0024222850222042794,0.00018176310209027567,0.000325196201708364,0.0
nominal,0.0049813200498132005,0.010889292196007259,0.00019894134782763153,0.0025847877419979586,0.3976793248945148,0.847547974413646,0.0008074283407347598,0.00024235080278703423,0.0004986341759528249,0.0008802816901408451
nominal,0.0062266500622665,0.010889292196007259,0.00024867668478453943,0.002150886053319627,0.3723628691983123,0.8731343283582089,0.0006560355268469924,0.0003029385034837928,0.000650392403416728,0.0013204225352112676
nominal,0.0049813200498132005,0.012704174228675136,0.00023446658851113716,0.002957235543438587,0.3407172995780591,0.44029850746268656,0.002825999192571659,0.00024235080278703423,0.0002601569613666912,0.0
nominal,0.0062266500622665,0.010889292196007259,0.00024867668478453943,0.002150886053319627,0.3723628691983123,0.9488272921108741,0.0006560355268469924,0.0003029385034837928,0.0007154316437584008,0.0013204225352112676
nominal,0.0049813200498132005,0.032667876588021776,0.0006252442360296991,0.007054161359285495,0.18987341772151903,0.36034115138592754,0.0009083568833266048,0.0004544077552256892,0.0006720721501972857,0.0013204225352112676
nominal,0.0049813200498132005,0.007259528130671506,0.00012789086646062026,0.0018398921391167026,0.3670886075949368,0.5309168443496802,0.0008074283407347598,9.088155104513784e-05,0.00015175822746390323,0.00044014084507042255
nominal,0.0037359900373599006,0.009074410163339383,0.00012078581832391914,0.0027710116427182726,0.3850210970464135,0.466950959488273,0.0018167137666532096,9.088155104513784e-05,0.00010839873390278802,0.0
nominal,0.0037359900373599006,0.009074410163339383,0.00012078581832391914,0.0027710116427182726,0.42827004219409287,0.7782515991471216,0.0009083568833266048,0.00012117540139351712,0.0002601569613666912,0.00044014084507042255
nominal,0.0037359900373599006,0.030852994555353903,0.0004618281288855732,0.008357728664327694,0.20886075949367092,0.49680170575692967,0.0003169156237383932,0.0003332323538321721,0.0006720721501972857,0.002640845070422535
nominal,0.0062266500622665,0.010889292196007259,0.00024867668478453943,0.002150886053319627,0.3217299578059072,0.5181236673773988,0.0013120710536939847,0.00024235080278703423,0.00034687594848892164,0.00044014084507042255
nominal,0.0049813200498132005,0.010889292196007259,0.00019894134782763153,0.0025847877419979586,0.3976793248945148,0.8784648187633264,0.0003027856277755349,0.00024235080278703423,0.0005203139227333824,0.0022007042253521128
nominal,0.0049813200498132005,0.0054446460980036296,9.236562577711464e-05,0.0014674443376760746,0.4725738396624473,0.7867803837953092,0.0018167137666532096,9.088155104513784e-05,0.00019511772102501844,0.0
nominal,0.014943960149439602,0.043557168784029036,0.002259405307470958,0.003558738742765201,0.19198312236286924,0.23880597014925373,0.001990310859911183,0.0020902756740381703,0.0018644582231279539,0.002640845070422535
nominal,0.014943960149439602,0.043557168784029036,0.002259405307470958,0.003558738742765201,0.3154008438818565,0.6588486140724948,0.0010092854259184498,0.003241441987276583,0.0046394658110393274,0.007922535211267605
nominal,0.007471980074719801,0.02722323049001815,0.0007460300543536182,0.004234731502379941,0.2837552742616034,0.6194029850746269,0.0003169156237383932,0.0008785216601029991,0.0014091835407362442,0.005721830985915493
nominal,0.007471980074719801,0.1851179673321234,0.005073004369604604,0.027378637883900568,0.2563291139240506,0.6705756929637527,0.00015341138473960435,0.006240533171766131,0.010644755669253783,0.0528169014084507
nominal,0.012453300124533,0.014519056261343012,0.0006536644285765036,0.001500964639805731,0.3069620253164557,0.6012793176972282,0.00048445700444085587,0.0008179339594062405,0.0011923860729306682,0.003961267605633803
nominal,0.012453300124533,0.012704174228675136,0.0005755088990727912,0.0013315008901502452,0.5569620253164557,1.0,0.0008276140492531288,0.0013329294153286884,0.001756059489225166,0.003961267605633803
nominal,0.012453300124533,0.012704174228675136,0.0005755088990727912,0.0013315008901502452,0.37658227848101267,0.44243070362473347,0.007064997981429148,0.0008785216601029991,0.0007587911373195161,0.0
nominal,0.012453300124533,0.012704174228675136,0.0005755088990727912,0.0013315008901502452,0.5801687763713079,1.0,0.0009870811465482437,0.0013935171160254468,0.001756059489225166,0.0035211267605633804
nominal,0.012453300124533,0.06170598911070781,0.0026857081956730257,0.0059032976528339545,0.34810126582278483,0.6343283582089553,0.0010355268469923295,0.004241139048773099,0.00533321770801717,0.010123239436619719
nominal,0.0112079701120797,0.06715063520871144,0.0026501829549895202,0.007054161359285495,0.39451476793248946,0.943496801705757,0.0004279370205894227,0.004695546803998789,0.007652950613536834,0.02244718309859155
nominal,0.009962640099626401,0.036297640653357534,0.001293118760879605,0.004322256735718489,0.3976793248945148,0.7569296375266524,0.0004037141703673799,0.0022417449257800667,0.0030134848024975067,0.011443661971830986
nominal,0.009962640099626401,0.06533575317604355,0.002316245692564567,0.007633317690525673,0.5063291139240507,0.9072494669509595,0.00044812272910779174,0.0051499545592244775,0.006438884793825608,0.023767605633802816
nominal,0.0112079701120797,0.17604355716878403,0.006913211837010195,0.018227595402504338,0.3449367088607595,0.82409381663113,0.00024626564392410177,0.011026961526810057,0.017582274639032214,0.07306338028169014
nominal,0.009962640099626401,0.08892921960072596,0.003147536324558599,0.01032425305593421,0.4683544303797469,0.9552238805970149,0.000341138473960436,0.006543471675249924,0.009192212634956424,0.03609154929577465
nominal,0.0112079701120797,0.11796733212341198,0.004639596433265836,0.012268430579454289,0.23312236286919835,0.6385927505330491,0.00018974566007266854,0.005240836110269615,0.009300611368859213,0.040492957746478875
