labels,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57
anomaly,0.0,0.0,0.0,0.0,0.059,0.0,0.0811554332874828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031466666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15344603381014302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027544351073762834,0.0,0.0,0.0,0.0,0.009854083759711956,0.0,0.001601083810579469,0.01981132075471698,0.0,0.003207482993197279,0.017484868863483525,0.007954545454545454
anomaly,0.037444933920704845,0.0,0.03333333333333334,0.0,0.147,0.05952380952380952,0.0,0.008250825082508252,0.009505703422053233,0.0027502750275027505,0.024271844660194174,0.05377456049638056,0.05225225225225225,0.005,0.0,0.0,0.09803921568627451,0.0,0.2224,0.03639240506329114,0.10364145658263306,0.0,0.13944954128440368,0.005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002280501710376283,0.009664582148948265,0.0,0.00030790073280374407,0.031132075471698117,0.0,0.0013435374149659864,0.007397444519166106,0.028535353535353535
anomaly,0.0,0.1057422969187675,0.296078431372549,0.0,0.075,0.0,0.0,0.0,0.14258555133079848,0.2079207920792079,0.0,0.23474663908996898,0.0,0.0,0.6344537815126051,0.0,0.10504201680672269,0.0,0.04,0.0,0.2829131652661064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06924687480756204,0.23339622641509436,0.0,0.17823129251700678,0.2710154673839946,0.03333333333333333
anomaly,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.04676753782668501,0.0,0.0,0.018701870187018705,0.0,0.035160289555325755,0.0,0.0,0.0,0.034,0.04761904761904762,0.03740374037403741,0.03626666666666667,0.05379746835443038,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07447413303013076,0.0,0.0069277664880842416,0.010566037735849057,0.0,0.0021377551020408166,0.010759919300605245,0.009911616161616161
anomaly,0.0,0.0,0.12352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05021792685237825,0.0,0.0245396884044584,0.16698113207547172,0.0,0.01409863945578231,0.04976462676529926,0.018118686868686867
anomaly,0.0,0.0,0.12549019607843137,0.0,0.0,0.108843537414966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.13813333333333333,0.0,0.0,0.0,0.11743119266055045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09288824383164006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021436716077537058,0.03581580443433769,0.06959078657191864,0.020383028511607858,0.0,0.0,0.015421768707482993,0.08742434431741762,0.01837121212121212
anomaly,0.022026431718061675,0.0,0.019607843137254905,0.0,0.04,0.017006802721088437,0.01375515818431912,0.0,0.038022813688212934,0.011001100110011002,0.1941747572815534,0.05170630816959669,0.0,0.06,0.0,0.0455,0.028011204481792718,0.0,0.09173333333333333,0.6740506329113923,0.16059757236227823,0.0,0.07339449541284404,0.020512820512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01762364980102331,0.0,0.009144651764271199,0.029433962264150945,0.0,0.009863945578231292,0.33154001344989914,0.09008838383838384
anomaly,0.0,0.05532212885154062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395,0.22128851540616248,0.17381738173817382,0.2112,0.0,0.14752567693744165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03688141923436041,0.0,0.0,0.0,0.0,0.05078643168466932,0.0,0.00825173963914034,0.0,0.0,0.0030867346938775507,0.016812373907195696,0.006691919191919192
anomaly,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25386666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.006724949562878279,0.0011994949494949494
anomaly,0.0,0.0,0.04313725490196079,0.0,0.067,0.0,0.0,0.0,0.08365019011406845,0.0,0.0,0.045501551189245086,0.0,0.0,0.0,0.0,0.0,0.09790979097909791,0.047466666666666664,0.0,0.06255835667600373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01027077497665733,0.0,0.0,0.0,0.0,0.0,0.0,0.009390972350514193,0.0,0.0,0.001522108843537415,0.03160726294552791,0.010227272727272727
