labels,att1,att2,att3,att4,att5,att6,att7,att8,att9
anomaly,0.21428571428571427,0.425,0.5068493150684932,0.12244897959183673,0.6271186440677966,0.08146788990825687,0.35714285714285715,0.3492063492063492,0.1746031746031746
anomaly,0.08571428571428572,0.425,0.5068493150684932,0.12244897959183673,0.6271186440677966,0.08146788990825687,0.4714285714285714,0.3492063492063492,0.1111111111111111
anomaly,0.2,0.425,0.5068493150684932,0.12244897959183673,0.2033898305084746,0.08146788990825687,0.37142857142857144,0.7698412698412699,0.5873015873015873
anomaly,0.08571428571428572,0.4166666666666667,0.5068493150684932,0.12244897959183673,0.6271186440677966,0.08146788990825687,0.4857142857142857,0.3492063492063492,0.1111111111111111
anomaly,0.18571428571428572,0.49166666666666664,0.5068493150684932,0.12244897959183673,0.2033898305084746,0.08146788990825687,0.38571428571428573,0.7698412698412699,0.5714285714285714
anomaly,0.17142857142857143,0.6083333333333333,0.5068493150684932,0.12244897959183673,0.2033898305084746,0.08146788990825687,0.4,0.7698412698412699,0.5714285714285714
anomaly,0.2,0.4166666666666667,0.5068493150684932,0.12244897959183673,0.6271186440677966,0.08146788990825687,0.35714285714285715,0.3492063492063492,0.1746031746031746
anomaly,0.08571428571428572,0.425,0.5068493150684932,0.12244897959183673,0.6271186440677966,0.08146788990825687,0.4857142857142857,0.3492063492063492,0.1111111111111111
anomaly,0.3,1.0,0.547945205479452,0.12244897959183673,0.6779661016949152,0.08146788990825687,0.3142857142857143,0.3333333333333333,0.19047619047619047
anomaly,0.11428571428571428,0.4583333333333333,0.5068493150684932,0.12244897959183673,0.6271186440677966,0.08146788990825687,0.45714285714285713,0.3492063492063492,0.12698412698412698
anomaly,0.18571428571428572,0.4166666666666667,0.5342465753424658,0.12244897959183673,0.7457627118644068,0.08146788990825687,0.4142857142857143,0.2619047619047619,0.06349206349206349
anomaly,0.4,0.8833333333333333,0.5753424657534246,0.12244897959183673,0.03389830508474576,0.07926605504587156,0.24285714285714285,0.9682539682539683,0.8571428571428571
anomaly,0.15714285714285714,0.4166666666666667,0.5342465753424658,0.12244897959183673,0.7457627118644068,0.08146788990825687,0.42857142857142855,0.2619047619047619,0.047619047619047616
nominal,0.014285714285714285,0.23333333333333334,0.5753424657534246,0.1360544217687075,0.6779661016949152,0.08146788990825687,0.6285714285714286,0.3492063492063492,0.015873015873015872
nominal,0.6571428571428571,0.25833333333333336,0.6301369863013698,0.12244897959183673,0.2033898305084746,0.08146788990825687,0.04285714285714286,0.8333333333333334,0.8412698412698413
nominal,0.014285714285714285,0.23333333333333334,0.5068493150684932,0.12244897959183673,0.6779661016949152,0.07339449541284404,0.5571428571428572,0.30952380952380953,0.015873015873015872
nominal,0.07142857142857142,0.23333333333333334,0.5205479452054794,0.11904761904761904,0.711864406779661,0.07009174311926605,0.5142857142857142,0.2777777777777778,0.015873015873015872
nominal,0.014285714285714285,0.23333333333333334,0.5068493150684932,0.11564625850340136,0.288135593220339,0.0708256880733945,0.5571428571428572,0.6825396825396826,0.3968253968253968
nominal,0.21428571428571427,0.225,0.5205479452054794,0.12244897959183673,0.8305084745762712,0.08330275229357798,0.37142857142857144,0.1746031746031746,0.0
nominal,0.24285714285714285,0.23333333333333334,0.547945205479452,0.12244897959183673,0.8305084745762712,0.08073394495412844,0.37142857142857144,0.19047619047619047,0.015873015873015872
nominal,0.07142857142857142,0.23333333333333334,0.6301369863013698,0.12585034013605442,0.7457627118644068,0.08513761467889908,0.6285714285714286,0.3253968253968254,0.0
nominal,0.2857142857142857,0.23333333333333334,0.5616438356164384,0.12244897959183673,0.847457627118644,0.07486238532110091,0.34285714285714286,0.1746031746031746,0.015873015873015872
nominal,0.24285714285714285,0.23333333333333334,0.5753424657534246,0.12244897959183673,0.8305084745762712,0.08036697247706422,0.4,0.20634920634920634,0.015873015873015872
nominal,0.42857142857142855,0.24166666666666667,0.9863013698630136,0.10884353741496598,0.9661016949152542,0.0836697247706422,0.6428571428571429,0.3253968253968254,0.0
nominal,0.014285714285714285,0.23333333333333334,0.7808219178082192,0.12244897959183673,0.6271186440677966,0.07669724770642201,0.8428571428571429,0.5158730158730159,0.06349206349206349
nominal,0.2857142857142857,0.23333333333333334,0.7808219178082192,0.12244897959183673,0.864406779661017,0.08403669724770642,0.5571428571428572,0.2857142857142857,0.0
nominal,0.07142857142857142,0.25833333333333336,0.547945205479452,0.12244897959183673,0.7457627118644068,0.08293577981651376,0.5428571428571428,0.2777777777777778,0.0
nominal,0.32857142857142857,0.23333333333333334,0.6301369863013698,0.12244897959183673,0.864406779661017,0.07853211009174312,0.38571428571428573,0.20634920634920634,0.015873015873015872
nominal,0.11428571428571428,0.25833333333333336,0.5068493150684932,0.12244897959183673,0.7627118644067796,0.0818348623853211,0.45714285714285713,0.23809523809523808,0.0
nominal,0.24285714285714285,0.23333333333333334,0.6301369863013698,0.12244897959183673,0.8305084745762712,0.07119266055045871,0.45714285714285713,0.24603174603174602,0.015873015873015872
