labels,att2,att3,att4,att5,att6,att7,att8,att9,att10
anomaly,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,1.0,0.3333333333333333,0.2222222222222222,0.0
anomaly,1.0,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,1.0,0.6666666666666666,0.5555555555555556,0.0
anomaly,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.8888888888888888,0.7777777777777778,0.8888888888888888,1.0
anomaly,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.4444444444444444,1.0,0.6666666666666666,0.3333333333333333,0.7142857142857143
anomaly,1.0,1.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,0.2222222222222222,0.14285714285714285
anomaly,0.1111111111111111,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.8888888888888888,0.42857142857142855
anomaly,0.5555555555555556,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.8571428571428571
anomaly,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.7777777777777778,1.0,1.0,0.8888888888888888,0.4444444444444444,0.2857142857142857
anomaly,1.0,1.0,0.7777777777777778,1.0,0.5555555555555556,0.4444444444444444,1.0,0.2222222222222222,0.0
anomaly,0.7777777777777778,1.0,1.0,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.0
nominal,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0
nominal,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,1.0,0.2222222222222222,0.1111111111111111,0.0
nominal,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0
nominal,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.0
nominal,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0
