labels,att1,att2,att3,att4,att5,att6,att7,att8,att9
anomaly,0.1724137931034483,0.04251269035532995,0.07692307692307693,0.7317073170731707,0.5138888888888888,0.004303455059633592,0.4835164835164835,0.4305555555555556,0.2777777777777778
anomaly,0.06896551724137931,0.04251269035532995,0.07692307692307693,0.7317073170731707,0.5138888888888888,0.004303455059633592,0.5714285714285714,0.4305555555555556,0.2222222222222222
anomaly,0.16091954022988506,0.04251269035532995,0.07692307692307693,0.7317073170731707,0.16666666666666666,0.004303455059633592,0.4945054945054945,0.7986111111111112,0.6388888888888888
anomaly,0.06896551724137931,0.04187817258883249,0.07692307692307693,0.7317073170731707,0.5138888888888888,0.004303455059633592,0.5824175824175825,0.4305555555555556,0.2222222222222222
anomaly,0.14942528735632185,0.04758883248730964,0.07692307692307693,0.7317073170731707,0.16666666666666666,0.004303455059633592,0.5054945054945055,0.7986111111111112,0.625
anomaly,0.13793103448275862,0.056472081218274114,0.07692307692307693,0.7317073170731707,0.16666666666666666,0.004303455059633592,0.5164835164835165,0.7986111111111112,0.625
anomaly,0.16091954022988506,0.04187817258883249,0.07692307692307693,0.7317073170731707,0.5138888888888888,0.004303455059633592,0.4835164835164835,0.4305555555555556,0.2777777777777778
anomaly,0.06896551724137931,0.04251269035532995,0.07692307692307693,0.7317073170731707,0.5138888888888888,0.004303455059633592,0.5824175824175825,0.4305555555555556,0.2222222222222222
anomaly,0.2413793103448276,0.08629441624365482,0.15384615384615385,0.7317073170731707,0.5555555555555556,0.004303455059633592,0.45054945054945056,0.4166666666666667,0.2916666666666667
anomaly,0.09195402298850575,0.0450507614213198,0.07692307692307693,0.7317073170731707,0.5138888888888888,0.004303455059633592,0.5604395604395604,0.4305555555555556,0.2361111111111111
anomaly,0.14942528735632185,0.04187817258883249,0.1282051282051282,0.7317073170731707,0.6111111111111112,0.004303455059633592,0.5274725274725275,0.3541666666666667,0.18055555555555555
anomaly,0.3218390804597701,0.07741116751269035,0.20512820512820512,0.7317073170731707,0.027777777777777776,0.0035657199065535473,0.3956043956043956,0.9722222222222222,0.875
anomaly,0.12643678160919541,0.04187817258883249,0.1282051282051282,0.7317073170731707,0.6111111111111112,0.004303455059633592,0.5384615384615384,0.3541666666666667,0.16666666666666666
nominal,0.011494252873563218,0.027918781725888325,0.1794871794871795,0.7317073170731707,0.3888888888888889,0.003196852330013525,0.6923076923076923,0.5902777777777778,0.3055555555555556
nominal,0.22988505747126436,0.027918781725888325,0.3076923076923077,0.7317073170731707,0.6944444444444444,0.002950940612320177,0.5274725274725275,0.3194444444444444,0.1388888888888889
nominal,0.011494252873563218,0.027918781725888325,0.1794871794871795,0.6341463414634146,0.5,0.003196852330013525,0.6923076923076923,0.4791666666666667,0.19444444444444445
nominal,0.21839080459770116,0.031091370558375634,0.10256410256410256,0.7073170731707317,0.6111111111111112,0.004303455059633592,0.45054945054945056,0.3541666666666667,0.2222222222222222
nominal,0.21839080459770116,0.027918781725888325,0.5384615384615384,0.7317073170731707,0.5833333333333334,0.0013525144473134146,0.6373626373626373,0.4930555555555556,0.2361111111111111
nominal,0.22988505747126436,0.02918781725888325,0.5641025641025641,0.7317073170731707,0.6944444444444444,0.004426410918480265,0.6373626373626373,0.3888888888888889,0.1388888888888889
nominal,0.4942528735632184,0.027918781725888325,0.23076923076923078,0.7317073170731707,0.05555555555555555,0.006147792942333702,0.24175824175824176,0.9444444444444444,0.9444444444444444
nominal,0.10344827586206896,0.027918781725888325,0.1282051282051282,0.7073170731707317,0.625,0.004057543341940244,0.5604395604395604,0.3402777777777778,0.1388888888888889
nominal,0.22988505747126436,0.027918781725888325,0.1794871794871795,0.7317073170731707,0.2222222222222222,0.006270748801180376,0.4725274725274725,0.7708333333333334,0.625
nominal,0.21839080459770116,0.027918781725888325,0.46153846153846156,0.7317073170731707,0.2916666666666667,0.006762572236567072,0.5934065934065934,0.7708333333333334,0.5416666666666666
nominal,0.14942528735632185,0.030456852791878174,0.23076923076923078,0.7317073170731707,0.6388888888888888,0.0006147792942333702,0.5714285714285714,0.3541666666666667,0.1388888888888889
nominal,0.05747126436781609,0.0266497461928934,0.1794871794871795,0.7317073170731707,0.5833333333333334,0.0018443378827001106,0.6373626373626373,0.3888888888888889,0.1388888888888889
nominal,0.7471264367816092,0.027918781725888325,0.717948717948718,0.7317073170731707,0.8055555555555556,0.0018443378827001106,0.2087912087912088,0.3194444444444444,0.3472222222222222
nominal,0.10344827586206896,0.027918781725888325,0.05128205128205128,0.7317073170731707,0.6388888888888888,0.005533013648100332,0.5274725274725275,0.2986111111111111,0.125
nominal,0.11494252873563218,0.027918781725888325,0.3076923076923077,0.7317073170731707,0.6388888888888888,0.006024837083487028,0.6483516483516484,0.375,0.125
nominal,0.011494252873563218,0.02918781725888325,0.8205128205128205,0.7073170731707317,0.5694444444444444,0.004303455059633592,0.9560439560439561,0.5833333333333334,0.125
nominal,0.1724137931034483,0.02728426395939086,0.3333333333333333,0.7317073170731707,0.6805555555555556,0.004672322636173613,0.5934065934065934,0.3402777777777778,0.125
nominal,0.10344827586206896,0.025380710659898477,0.3076923076923077,0.7317073170731707,0.625,0.004180499200786917,0.6483516483516484,0.3888888888888889,0.1388888888888889
nominal,0.11494252873563218,0.027918781725888325,0.358974358974359,0.7317073170731707,0.6388888888888888,0.00577892536579368,0.6593406593406593,0.3819444444444444,0.125
nominal,0.011494252873563218,0.02728426395939086,0.07692307692307693,0.7317073170731707,0.5833333333333334,0.005410057789253658,0.6263736263736264,0.3611111111111111,0.125
nominal,0.05747126436781609,0.02601522842639594,0.07692307692307693,0.7317073170731707,0.6111111111111112,0.005287101930406984,0.6043956043956044,0.3472222222222222,0.125
nominal,0.22988505747126436,0.024746192893401017,0.3076923076923077,0.7317073170731707,0.6944444444444444,0.0006147792942333702,0.5384615384615384,0.3194444444444444,0.1388888888888889
nominal,0.08045977011494253,0.024746192893401017,0.38461538461538464,0.7317073170731707,0.6111111111111112,0.004303455059633592,0.7032967032967034,0.4305555555555556,0.1388888888888889
