labels,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57
anomaly,0.0,0.018907563025210086,0.05294117647058824,0.0,0.10900000000000001,0.0,0.0,0.0,0.155893536121673,0.029702970297029705,0.0,0.027921406411582216,0.04864864864864865,0.0,0.0,0.013500000000000002,0.12000000000000001,0.0,0.1312,0.0,0.2044817927170868,0.0,0.0,0.055384615384615386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002617156228831825,0.021322671997334668,0.0,0.0025238095238095237,0.012777404169468728,0.017933766090879086
anomaly,0.01152073732718894,0.02100840336134454,0.07843137254901962,0.0,0.01,0.008503401360544218,0.0,0.008503401360544218,0.019011406844106467,0.0,0.0,0.031023784901758014,0.036036036036036036,0.0,0.021645021645021644,0.0,0.0,0.06501950585175552,0.08266666666666667,0.04746835443037974,0.0700280112044818,0.0,0.05555555555555555,0.020512820512820513,0.0024003840614498324,0.003001200480192077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.002334267040149393,0.0,0.0,0.0,0.0,0.006822057987492893,0.0,0.001662663957140218,0.019656838247542895,0.0,0.002345238095238095,0.06388702084734364,0.06403344702387502
anomaly,0.0,0.04761904761904762,0.06666666666666668,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.07032057911065151,0.0,0.0,0.0,0.017,0.0,0.17815344603381014,0.09173333333333333,0.0,0.09617180205415499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010422588592003032,0.0,0.022107272615308822,0.0,0.0,0.004622448979591837,0.04034969737726967,0.028936076576080976
anomaly,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08095781071835804,0.06727307182111048,0.0,0.021891742102346203,0.0,0.0,0.00510204081632653,0.007397444519166106,0.002970623831004511
anomaly,0.0,0.0,0.14901960784313728,0.0,0.076,0.0,0.12254901960784313,0.08503401360544217,0.0,0.05555555555555556,0.0,0.025853154084798345,0.2738738738738739,0.0,0.329004329004329,0.0,0.0,0.1976592977893368,0.10826666666666665,0.0,0.1419234360410831,0.0,0.28148148148148144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01402311919651317,0.0,0.012685510191514255,0.06863235049142095,0.0,0.002450680272108843,0.0121049092131809,0.027285730003300694
anomaly,0.08064516129032258,0.0070028011204481795,0.10784313725490198,0.0,0.215,0.025510204081632654,0.0,0.0,0.019011406844106467,0.041254125412541254,0.175,0.08790072388831437,0.04504504504504505,0.0,0.0,0.0075,0.06666666666666667,0.0,0.26666666666666666,0.0,0.1633986928104575,0.0,0.018518518518518517,0.08205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009337068160597572,0.0,0.0,0.0,0.0018244013683010264,0.006632556376729203,0.0,0.004587720918775786,0.021822422122272197,0.0004034494931665742,0.00447108843537415,0.0847343644922663,0.06777423258884366
anomaly,0.1175115207373272,0.03571428571428572,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.028052805280528052,0.0,0.0,0.0,0.0,0.22077922077922077,0.1035,0.0,0.26918075422626786,0.054933333333333334,0.0,0.09617180205415499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025582717453098352,0.0,0.002062934909785085,0.0,0.0,0.002850340136054422,0.010759919300605245,0.009902079436681702
anomaly,0.0,0.0,0.17450980392156865,0.0,0.179,0.07482993197278912,0.0,0.0,0.0,0.0,0.0,0.045501551189245086,0.0,0.0,0.0,0.067,0.0,0.0,0.11946666666666668,0.0,0.41830065359477125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01421262080727686,0.01837784856652781,0.0,0.0,0.0,0.0016462585034013606,0.006724949562878279,0.013532841896798327
anomaly,0.0,0.013305322128851542,0.07647058823529412,0.0,0.0,0.0,0.04656862745098039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247074122236671,0.12586666666666665,0.0,0.11017740429505134,0.0,0.0,0.019487179487179488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005685048322910744,0.0,0.0046800911386169096,0.0,0.0,0.0006071428571428571,0.0121049092131809,0.01617339641324678
anomaly,0.11290322580645161,0.023109243697478993,0.06470588235294118,0.0,0.008,0.06972789115646258,0.0196078431372549,0.04081632653061224,0.0,0.077007700770077,0.165,0.05894519131334022,0.16216216216216217,0.0,0.10389610389610389,0.0,0.0,0.0,0.15413333333333334,0.0,0.08403361344537814,0.0,0.059259259259259255,0.04205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044004400440044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011938601478112564,0.0,0.008344109858981465,0.03181742462102282,0.0047909627313530686,0.006639455782312925,0.1768661735036987,0.0732753878314446
